member,chamber,filing_type,state_district,year,filing_date,doc_id,source_file
Hon. Doug Lamborn,House,P,CO05,2021,2021-03-19,8217906,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brian Mast,House,P,FL18,2021,2021-03-18,20018421,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-03-17,20018413,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-03-17,20018414,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brian Mast,House,P,FL18,2021,2021-03-17,20018412,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Robert J. Wittman,House,P,VA01,2021,2021-03-17,20018392,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Suzan K. DelBene,House,P,WA01,2021,2021-03-17,20018303,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Trey Hollingsworth,House,P,IN09,2021,2021-03-17,8217902,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Ritchie John Torres,House,A,NY15,2020,2021-03-17,10039644,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Ritchie John Torres,House,C,NY15,2020,2021-03-17,10039643,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Mr. Peter Meijer,House,P,MI03,2021,2021-03-16,20018311,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mrs. Sandra Christophe,House,C,LA05,2021,2021-03-16,10039638,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kevin Hern,House,P,OK01,2021,2021-03-15,20018400,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Nicole Parra,House,C,CA21,2020,2021-03-15,10039606,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Sancha Smith,House,A,LA05,2021,2021-03-15,10039632,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Sancha Smith,House,C,LA05,2021,2021-03-15,10039625,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Richard W. Allen,House,P,GA12,2021,2021-03-14,20018393,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Rohit Khanna,House,P,CA17,2021,2021-03-12,8217894,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Matthew Richard Berg,House,C,TX22,2021,2021-03-12,10039617,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Sara Jacobs,House,P,CA53,2021,2021-03-12,20018354,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Scott H. Peters,House,P,CA52,2021,2021-03-11,20018346,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Susie Lee,House,P,NV03,2021,2021-03-11,20018329,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mark Brewer Crain,House,D,TN09,2021,2021-03-11,40003136,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Claston Bernard,House,C,LA02,2021,2021-03-10,10039601,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Ann Wagner,House,P,MO02,2021,2021-03-10,8217886,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Debbie Dingell,House,P,MI12,2021,2021-03-10,20018361,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. James R. Langevin,House,P,RI02,2021,2021-03-10,20018308,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Josh Gottheimer,House,P,NJ05,2021,2021-03-10,20018333,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Dean Phillips,House,P,MN03,2021,2021-03-09,20018352,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kurt Schrader,House,P,OR05,2021,2021-03-09,8217887,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Nancy Pelosi,House,P,CA12,2021,2021-03-09,20018355,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John Rutherford,House,P,FL04,2021,2021-03-08,20018350,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Lloyd Doggett,House,P,TX35,2021,2021-03-08,20018349,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Tom Malinowski,House,P,NJ07,2021,2021-03-06,20018344,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-03-05,20018334,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-03-05,20018335,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-03-05,20018336,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Earl Blumenauer,House,P,OR03,2021,2021-03-05,20018338,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mark Dr Green,House,P,TN07,2021,2021-03-05,20018065,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Tom Malinowski,House,P,NJ07,2021,2021-03-05,20011417,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Ian Anthony Medina,House,C,NY10,2021,2021-03-04,10039581,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Kathy Manning,House,P,NC06,2021,2021-03-04,20018325,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Marsha Viriginia Williams,House,D,IL16,2021,2021-03-04,40003129,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Crystal Prebola,House,A,CA27,2020,2021-03-03,10039575,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
"Hon. Charles J. ""Chuck"" Fleischmann",House,P,TN03,2021,2021-03-03,8217884,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Earl Blumenauer,House,P,OR03,2021,2021-03-03,20018321,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Virginia Foxx,House,P,NC05,2021,2021-03-03,20018306,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Marsha Viriginia Williams,House,C,IL16,2021,2021-03-03,10039573,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Katherine M. Clark,House,P,MA05,2021,2021-03-02,20018307,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David B. McKinley,House,P,WV01,2021,2021-03-01,20018300,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Doug Collins,House,T,GA09,2021,2021-03-01,10039511,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Bryan Eugene Keller,House,C,WY00,2021,2021-03-01,10039567,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Donald Sternoff Honorable Beyer Jr,House,P,VA08,2021,2021-02-27,20018292,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David Kustoff,House,P,TN08,2021,2021-02-26,8217876,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Lois Frankel,House,P,FL21,2021,2021-02-25,20018224,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Michael T. McCaul,House,P,TX10,2021,2021-02-25,8217869,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Vern Buchanan,House,P,FL16,2021,2021-02-25,20018280,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Donna Shalala,House,T,FL27,2021,2021-02-24,10039414,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Greg Steube,House,P,FL17,2021,2021-02-24,20018273,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Carlos Gimenez,House,A,FL26,2020,2021-02-24,10039532,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kurt Schrader,House,P,OR05,2021,2021-02-23,8217870,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mike Kelly,House,P,PA16,2021,2021-02-23,8217868,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Peter Meijer,House,P,MI03,2021,2021-02-23,20018188,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Robert G. Good,House,A,VA05,2020,2021-02-23,10039553,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Garret Graves,House,P,LA06,2021,2021-02-22,20018259,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Robert J. Wittman,House,P,VA01,2021,2021-02-22,20018193,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Shervin Aazami,House,C,CA30,2021,2021-02-22,10039551,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-21,20018256,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Joe Cunningham,House,T,SC01,2021,2021-02-21,10039501,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Victoria Spartz,House,P,IN05,2021,2021-02-20,20018254,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David E. Price,House,P,NC04,2021,2021-02-19,20018253,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John A. Yarmuth,House,P,KY03,2021,2021-02-19,20018244,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Roger W. Marshall,House,E,KS01,2021,2021-02-19,8217881,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Melanie Stansbury,House,C,NM01,2020,2021-02-19,10039549,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Mrs. Marjorie Taylor Greene,House,P,GA14,2021,2021-02-19,20018243,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Bob Gibbs,House,P,OH07,2021,2021-02-18,20018238,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kathy Castor,House,P,FL14,2021,2021-02-18,20018237,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Karen Carter Peterson,House,C,LA02,2020,2021-02-18,10039359,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Christopher L. Jacobs,House,P,NY27,2021,2021-02-17,20018205,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. James R. Langevin,House,P,RI02,2021,2021-02-17,20018127,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kevin Hern,House,P,OK01,2021,2021-02-17,20018232,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Chad Conerly,House,C,LA05,2021,2021-02-16,10039543,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Gene Koprowski,House,W,IL16,2021,2021-02-16,7807,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mo Brooks,House,P,AL05,2021,2021-02-16,20018223,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Rohit Khanna,House,P,CA17,2021,2021-02-16,8217856,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Suzan K. DelBene,House,P,WA01,2021,2021-02-16,20018128,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Randall Feenstra,House,C,IA04,2020,2021-02-16,10039542,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Pete Sessions,House,C,TX17,2020,2021-02-15,10039539,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Dean Phillips,House,P,MN03,2021,2021-02-13,20018175,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Marie Newman,House,P,IL03,2021,2021-02-13,20018190,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Christine Alexandria Olivo,House,D,FL24,2020,2021-02-12,40003115,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Anthony E. Gonzalez,House,P,OH16,2021,2021-02-12,20018126,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Austin Scott,House,P,GA08,2021,2021-02-12,20018208,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Doris O. Matsui,House,P,CA06,2021,2021-02-12,8217852,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Greg Francis Murphy,House,P,NC03,2021,2021-02-12,20016924,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mo Brooks,House,P,AL05,2021,2021-02-12,20018204,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Tom G. Hughes,House,D,FL25,2020,2021-02-12,40003116,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Tom G. Hughes,House,W,FL25,2020,2021-02-12,7806,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Cedric L. Richmond,House,E,LA02,2021,2021-02-11,8217855,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-10,20018185,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-10,20018186,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-10,20018187,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Anthony Brindisi,House,C,NY22,2021,2021-02-10,10039525,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Billy Long,House,P,MO07,2020,2021-02-10,8217850,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Christopher L. Jacobs,House,P,NY27,2021,2021-02-10,20018037,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Harold Dallas Rogers,House,P,KY05,2021,2021-02-10,8217844,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Susie Lee,House,P,NV03,2021,2021-02-10,20018168,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Sass Sasinowski,House,C,TX00,2021,2021-02-10,10039527,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Stella Yvette Herrell,House,A,NM02,2020,2021-02-10,10039526,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Andrew Clyde,House,A,GA09,2020,2021-02-09,10039523,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Brian Steven Jaye,House,A,MI08,2020,2021-02-09,10039522,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Byron Donalds,House,A,FL19,2020,2021-02-09,10039521,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Doris O. Matsui,House,P,CA06,2021,2021-02-09,20018180,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Dwight Evans,House,P,PA03,2021,2021-02-09,20018181,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Josh Gottheimer,House,P,NJ05,2021,2021-02-09,20018160,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. William Hurd,House,T,TX23,2021,2021-02-09,10039524,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Doug Lamborn,House,P,CO05,2021,2021-02-08,8217846,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Scott H. Peters,House,P,CA52,2021,2021-02-08,20018152,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Brian Steven Jaye,House,C,MI08,2020,2021-02-05,10039143,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Ernest Anthony Tony Gonzales II,House,A,TX23,2020,2021-02-05,10039516,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-05,20018153,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-05,20018154,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-05,20018155,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David E. Price,House,P,NC04,2021,2021-02-05,20018163,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John Curtis,House,P,UT03,2021,2021-02-04,20018140,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Peter T. King,House,T,NY02,2021,2021-02-04,8217837,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Rob Bishop,House,T,UT01,2021,2021-02-04,8217836,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Trey Hollingsworth,House,P,IN09,2021,2021-02-04,8217840,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Kathy Manning,House,P,NC06,2021,2021-02-04,20018138,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Daniel Lipinski,House,T,IL03,2021,2021-02-03,10039494,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Earl Blumenauer,House,P,OR03,2021,2021-02-03,20018142,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Francis Rooney,House,P,FL19,2020,2021-02-03,8217839,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Francis Rooney,House,T,FL19,2021,2021-02-03,8217834,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Steve King,House,T,IA04,2021,2021-02-03,10039510,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Steve King,House,X,IA04,2021,2021-02-03,30011644,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Tulsi Gabbard,House,X,HI02,2021,2021-02-03,30011645,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Xochitl Torres Small,House,T,NM02,2021,2021-02-03,10039508,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-02,20018129,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-02,20018130,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-02,20018131,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-02-02,20018132,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Joe Cunningham,House,X,SC01,2021,2021-02-02,30011643,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John Rutherford,House,P,FL04,2021,2021-02-02,20018123,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John Rutherford,House,P,FL04,2021,2021-02-02,20018124,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. John Shimkus,House,X,IL15,2021,2021-02-02,30011642,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Justin Amash,House,T,MI03,2021,2021-02-02,10039489,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Martha Roby,House,X,AL02,2021,2021-02-02,30011641,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Max Rose,House,T,NY11,2021,2021-02-02,10039490,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Scott R. Tipton,House,T,CO03,2021,2021-02-02,10039504,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Brian Mast,House,P,FL18,2021,2021-02-01,20018108,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Debbie Dingell,House,P,MI12,2021,2021-02-01,20018112,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kendra Horn,House,T,OK05,2021,2021-02-01,10039475,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kwanza Hall,House,A,GA05,2020,2021-02-01,10039493,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kwanza Hall,House,T,GA05,2021,2021-02-01,10039492,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
