member,chamber,filing_type,state_district,year,filing_date,doc_id,source_file
Hon. Kwanza Hall,House,X,GA05,2021,2021-02-01,30011640,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Michael K. Simpson,House,P,ID02,2021,2021-02-01,20018114,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Virginia Foxx,House,P,NC05,2021,2021-02-01,20018115,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Daniel Wilson,House,C,CA26,2021,2021-01-31,10039491,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Donald Sternoff Honorable Beyer Jr,House,P,VA08,2021,2021-01-31,20018096,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Ben McAdams,House,T,UT04,2021,2021-01-30,10039488,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Abby Finkenauer,House,T,IA01,2021,2021-01-29,10039472,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Ben Ray Lujan,House,E,NM03,2021,2021-01-29,8217833,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Nita M. Lowey,House,T,NY17,2021,2021-01-29,10039444,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Ted S. Yoho,House,T,FL03,2021,2021-01-29,8217831,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Vincent Ross Spano,House,T,FL15,2021,2021-01-29,10039486,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Anthony W. Eldon,House,D,FL14,2021,2021-01-28,8217827,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David Loebsack,House,T,IA02,2021,2021-01-28,8217830,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Denny Heck,House,T,WA10,2021,2021-01-28,10039420,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Garret Graves,House,P,LA06,2021,2021-01-28,20018091,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Greg Walden,House,T,OR02,2021,2021-01-28,10039482,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Kurt Schrader,House,P,OR05,2020,2021-01-28,8217824,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Mumin Khan,House,D,CA32,2020,2021-01-28,8217828,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Raleigh Bowman,House,D,IL05,2020,2021-01-28,8217826,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Gerald E. Connolly,House,P,VA11,2021,2021-01-27,20018084,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Jessica Mason,House,D,TX30,2020,2021-01-27,8217829,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Mr. Scott Franklin,House,A,FL15,2020,2021-01-27,10039479,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-01-26,20018081,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-01-26,20018082,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-01-26,20018083,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Bradley Mark Walker,House,X,NC06,2021,2021-01-26,30011639,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
"Hon. Charles J. ""Chuck"" Fleischmann",House,P,TN03,2020,2021-01-26,8217821,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Mo Brooks,House,P,AL05,2021,2021-01-26,20018077,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Robert J. Wittman,House,P,VA01,2021,2021-01-26,20018052,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Susan A. Davis,House,T,CA53,2021,2021-01-26,10039440,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Terrence John (Tj) Cox,House,X,CA21,2021,2021-01-26,30011638,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Cliff Bentz,House,A,OR02,2020,2021-01-25,10039460,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Collin C. Peterson,House,T,MN07,2021,2021-01-25,10039466,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Michael T. McCaul,House,P,TX10,2020,2021-01-25,8217819,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Mike Kelly,House,P,PA16,2021,2021-01-25,8217820,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Peter J. Visclosky,House,T,IN01,2021,2021-01-25,10039464,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Steven Charles Watkins Jr.,House,X,KS02,2021,2021-01-25,30011637,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Ms. Martha Montgomery Brock,House,C,NC04,2020,2021-01-25,8217817,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Patrick Fallon,House,A,TX04,2020,2021-01-25,10039461,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Stephanie Bice,House,A,OK05,2020,2021-01-25,10039459,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Deborah K. Ross,House,P,NC02,2021,2021-01-24,20018072,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Cassius Marcellous Evergreen,House,D,TX18,2020,2021-01-22,40003105,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Donna Shalala,House,X,FL27,2021,2021-01-22,30011635,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Harley E. Rouda Jr,House,X,CA48,2021,2021-01-22,30011636,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. K. Michael Conaway,House,P,TX11,2021,2021-01-22,20018064,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mark Littles,House,D,MA09,2020,2021-01-22,40003104,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Andrew Joseph Legnani,House,D,CT01,2020,2021-01-21,8217818,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. K. Michael Conaway,House,X,TX11,2021,2021-01-21,30011634,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Lois Frankel,House,P,FL21,2021,2021-01-21,20018050,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Nancy Pelosi,House,P,CA12,2021,2021-01-21,20018011,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Paul Mitchell III,House,T,MI10,2021,2021-01-19,10039411,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Pete Olson,House,X,TX22,2021,2021-01-19,30011633,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Robert J. Wittman,House,P,VA01,2021,2021-01-19,20018035,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Vern Buchanan,House,P,FL16,2021,2021-01-18,20018041,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. José E. Serrano,House,T,NY15,2021,2021-01-17,10039447,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David P. Roe,House,P,TN01,2020,2021-01-15,8217813,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kevin Hern,House,P,OK01,2021,2021-01-15,20018029,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
"Hon. Neal Patrick MD, Facs Dunn",House,P,FL02,2021,2021-01-15,20018007,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Rohit Khanna,House,P,CA17,2020,2021-01-15,8217812,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Brian Allen,House,D,PA10,2020,2021-01-14,8217814,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Debbie Dingell,House,P,MI12,2021,2021-01-13,20017983,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. James E Hon Banks,House,P,IN03,2021,2021-01-13,20018018,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Michael K. Simpson,House,P,ID02,2021,2021-01-13,20018028,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Richard W. Allen,House,P,GA12,2021,2021-01-13,20018021,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Scott H. Peters,House,P,CA52,2021,2021-01-13,20017994,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Suzan K. DelBene,House,P,WA01,2021,2021-01-13,20017962,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Karen Carter Peterson,House,X,LA02,2020,2021-01-13,30011627,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Lucie Lapointe Volotzky,House,D,CA30,2020,2021-01-13,8217816,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Nina Turner,House,C,OH11,2020,2021-01-13,10039433,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Paul Cook,House,T,CA08,2020,2021-01-12,10039413,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Dr. Muzibul Huq,House,D,NY02,2020,2021-01-11,8217815,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Debbie Mucarsel-Powell,House,X,FL26,2021,2021-01-11,30011631,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Gilbert Cisneros,House,P,CA39,2021,2021-01-11,20017992,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Gilbert Cisneros,House,X,CA39,2021,2021-01-11,30011630,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mark Dr Green,House,P,TN07,2021,2021-01-11,20017867,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Susie Lee,House,P,NV03,2021,2021-01-11,20017980,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Patrick T. McHenry,House,P,NC10,2021,2021-01-10,20018005,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-01-09,20017999,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-01-09,20018000,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2021,2021-01-09,20018001,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Dean Phillips,House,P,MN03,2021,2021-01-09,20017991,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Aubrey Dunn,House,D,NM01,2020,2021-01-08,40003102,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
David Russ,House,D,OR01,2020,2021-01-08,40003096,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. James R. Langevin,House,P,RI02,2021,2021-01-08,20017921,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Virginia Foxx,House,P,NC05,2021,2021-01-08,20017967,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Michael Allen Corbin,House,D,GA07,2020,2021-01-08,40003097,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Christina Hale,House,A,IN05,2020,2021-01-07,8217803,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Josh Gottheimer,House,P,NJ05,2021,2021-01-07,20017973,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Michael T. McCaul,House,P,TX10,2020,2021-01-07,8217799,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Earl Blumenauer,House,P,OR03,2021,2021-01-06,20017979,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Harold Dallas Rogers,House,P,KY05,2020,2021-01-06,8217802,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Lloyd Doggett,House,P,TX35,2021,2021-01-06,20017977,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. Mac Thornberry,House,T,TX13,2021,2021-01-05,10039410,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Javier Alejandro Juarez,House,C,MI80,2020,2021-01-05,10039417,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kathy Castor,House,P,FL14,2021,2021-01-04,20017966,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Hon. David E. Price,House,P,NC04,2021,2021-01-03,20017957,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Thomas G. McNeill,House,C,UT03,2020,2021-01-02,10039398,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Donald Sternoff Honorable Beyer Jr,House,P,VA08,2021,2021-01-01,20017909,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2021FD\2021FD.txt
Mr. Brian J. Burley,House,C,CA48,2020,2021-01-01,10035448,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Darryl P. Hendricks,House,D,NY10,2020,2020-12-30,8217796,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Austin Scott,House,P,GA08,2020,2020-12-30,20017929,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. James French Hill,House,P,AR02,2020,2020-12-30,20017855,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Judy Chu,House,P,CA27,2020,2020-12-30,20017944,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Francis Rooney,House,P,FL19,2020,2020-12-29,8217791,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Greg Gianforte,House,P,MT00,2020,2020-12-29,20017928,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kenny Marchant,House,P,TX24,2020,2020-12-29,8217786,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Michael Waltz,House,P,FL06,2020,2020-12-29,20017917,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Doug Lamborn,House,P,CO05,2020,2020-12-28,8217785,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Katherine M. Clark,House,P,MA05,2020,2020-12-28,20017924,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Lois Frankel,House,P,FL21,2020,2020-12-28,20017911,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Andrew Joseph Legnani,House,C,CT01,2020,2020-12-27,10039386,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Hakeem S. Jeffries,House,P,NY08,2020,2020-12-26,20017915,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Bob Gibbs,House,P,OH07,2020,2020-12-24,20017910,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Tom Thomas Graves Jr.,House,T,GA14,2020,2020-12-24,10039248,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Greg Gianforte,House,P,MT00,2020,2020-12-23,20017905,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kurt Schrader,House,P,OR05,2020,2020-12-23,8217789,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
"Hon. Neal Patrick Dunn MD, FACS",House,P,FL02,2020,2020-12-23,20017740,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Ed Perlmutter,House,P,CO07,2020,2020-12-22,20017902,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Kathy Manning,House,A,NC06,2020,2020-12-22,10039324,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Michael Garcia,House,P,CA25,2020,2020-12-21,20017894,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Bradley S. Schneider,House,P,IL10,2020,2020-12-18,20017877,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Bradley S. Schneider,House,P,IL10,2020,2020-12-18,20017878,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Bradley S. Schneider,House,P,IL10,2020,2020-12-18,20017879,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. James Comer,House,P,KY01,2020,2020-12-18,20017880,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Scott H. Peters,House,P,CA52,2020,2020-12-18,20017873,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Julio Perez,House,C,AK00,2020,2020-12-18,10039355,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2020,2020-12-17,20017874,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Alan S. Lowenthal,House,P,CA47,2020,2020-12-17,20017875,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. James E. Banks,House,P,IN03,2020,2020-12-17,20017843,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Rohit Khanna,House,P,CA17,2020,2020-12-16,8217777,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. S. Raja Krishnamoorthi,House,P,IL08,2020,2020-12-16,20017861,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Barbara Washington Franklin,House,D,DC00,2020,2020-12-15,8217773,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Gilbert Cisneros,House,P,CA39,2020,2020-12-15,20017860,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. K. Michael Conaway,House,P,TX11,2020,2020-12-15,20017831,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Robert J. Wittman,House,P,VA01,2020,2020-12-15,20017842,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Ann Wagner,House,P,MO02,2020,2020-12-14,8217771,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Harold Dallas Rogers,House,P,KY05,2020,2020-12-14,8217772,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Kevin Hern,House,P,OK01,2020,2020-12-14,20017853,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Mark Green,House,P,TN07,2020,2020-12-12,20017816,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Christina Hale,House,C,IN05,2020,2020-12-11,10039231,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. David P. Roe,House,P,TN01,2020,2020-12-11,8217770,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
Hon. Dean Phillips,House,P,MN03,2020,2020-12-11,20017820,C:\Users\andre\OneDrive\Desktop\03_Coding\F9_CongressTrading\data\raw\house\2020FD\2020FD.txt
